Hull Hydrostatics:,
141
5.70E+00,0.00E+00,5.70E+00,5.70E+00,1.04E+04,1.07E+07,1.12E+04,6.11E+01,0.00E+00,2.98E+00,1.94E+03,5.96E+01,8.51E+06,1.62E+06,5.62E+04,1.55E+02,5.39E+00,1.58E+02,8.37E+00,1.98E+01,1.30E+05
5.80E+00,0.00E+00,5.80E+00,5.80E+00,1.06E+04,1.09E+07,1.13E+04,6.11E+01,0.00E+00,3.03E+00,1.94E+03,5.96E+01,8.51E+06,1.62E+06,5.63E+04,1.53E+02,5.31E+00,1.56E+02,8.34E+00,1.99E+01,1.31E+05
5.90E+00,0.00E+00,5.90E+00,5.90E+00,1.08E+04,1.11E+07,1.13E+04,6.10E+01,0.00E+00,3.09E+00,1.94E+03,5.95E+01,8.50E+06,1.63E+06,5.66E+04,1.50E+02,5.23E+00,1.54E+02,8.32E+00,1.99E+01,1.31E+05
6.00E+00,0.00E+00,6.00E+00,6.00E+00,1.10E+04,1.13E+07,1.13E+04,6.10E+01,0.00E+00,3.14E+00,1.95E+03,5.93E+01,8.51E+06,1.64E+06,5.70E+04,1.49E+02,5.18E+00,1.52E+02,8.32E+00,2.00E+01,1.32E+05
6.10E+00,0.00E+00,6.10E+00,6.10E+00,1.12E+04,1.15E+07,1.14E+04,6.10E+01,0.00E+00,3.19E+00,1.96E+03,5.91E+01,8.51E+06,1.67E+06,5.73E+04,1.49E+02,5.10E+00,1.52E+02,8.30E+00,2.01E+01,1.34E+05
6.20E+00,0.00E+00,6.20E+00,6.20E+00,1.14E+04,1.17E+07,1.14E+04,6.09E+01,0.00E+00,3.25E+00,1.97E+03,5.90E+01,8.51E+06,1.68E+06,5.74E+04,1.47E+02,5.02E+00,1.50E+02,8.26E+00,2.01E+01,1.35E+05
6.30E+00,0.00E+00,6.30E+00,6.30E+00,1.16E+04,1.19E+07,1.14E+04,6.09E+01,0.00E+00,3.30E+00,1.97E+03,5.86E+01,8.49E+06,1.70E+06,5.76E+04,1.46E+02,4.95E+00,1.50E+02,8.25E+00,2.02E+01,1.37E+05
6.40E+00,0.00E+00,6.40E+00,6.40E+00,1.18E+04,1.21E+07,1.14E+04,6.09E+01,0.00E+00,3.35E+00,1.98E+03,5.85E+01,8.52E+06,1.72E+06,5.81E+04,1.46E+02,4.90E+00,1.49E+02,8.25E+00,2.03E+01,1.39E+05
6.50E+00,0.00E+00,6.50E+00,6.50E+00,1.21E+04,1.23E+07,1.15E+04,6.08E+01,0.00E+00,3.41E+00,1.99E+03,5.85E+01,8.57E+06,1.75E+06,5.84E+04,1.45E+02,4.85E+00,1.49E+02,8.25E+00,2.04E+01,1.41E+05
6.60E+00,0.00E+00,6.60E+00,6.60E+00,1.23E+04,1.26E+07,1.15E+04,6.08E+01,0.00E+00,3.46E+00,2.00E+03,5.83E+01,8.57E+06,1.77E+06,5.87E+04,1.45E+02,4.79E+00,1.48E+02,8.25E+00,2.05E+01,1.43E+05
6.70E+00,0.00E+00,6.70E+00,6.70E+00,1.25E+04,1.28E+07,1.15E+04,6.07E+01,0.00E+00,3.51E+00,2.01E+03,5.81E+01,8.59E+06,1.80E+06,5.89E+04,1.44E+02,4.72E+00,1.48E+02,8.23E+00,2.06E+01,1.45E+05
6.80E+00,0.00E+00,6.80E+00,6.80E+00,1.27E+04,1.30E+07,1.16E+04,6.07E+01,0.00E+00,3.57E+00,2.02E+03,5.80E+01,8.59E+06,1.81E+06,5.91E+04,1.43E+02,4.66E+00,1.46E+02,8.22E+00,2.07E+01,1.46E+05
6.90E+00,0.00E+00,6.90E+00,6.90E+00,1.29E+04,1.32E+07,1.16E+04,6.06E+01,0.00E+00,3.62E+00,2.02E+03,5.78E+01,8.58E+06,1.82E+06,5.93E+04,1.42E+02,4.60E+00,1.45E+02,8.22E+00,2.07E+01,1.47E+05
7.00E+00,0.00E+00,7.00E+00,7.00E+00,1.31E+04,1.34E+07,1.16E+04,6.06E+01,0.00E+00,3.67E+00,2.03E+03,5.76E+01,8.58E+06,1.85E+06,5.96E+04,1.41E+02,4.55E+00,1.45E+02,8.22E+00,2.08E+01,1.49E+05
